title,price,location,bedrooms,bathrooms,toilets,size_value,property_type,price_per_bedroom,price_per_size
5 bedroom detached duplex for sale,210000000.0,New Bodija,5.0,5.0,5.0,1,duplex,42000000.0,210000000.0
5 bedroom detached duplex for sale,150000000.0,New Bodija,5.0,5.0,5.0,1,duplex,30000000.0,150000000.0
Block of flats for sale,100000000.0,Ring Road,4.0,4.0,4.0,1,apartment,25000000.0,100000000.0
Block of flats for sale,80000000.0,Alakia,4.0,4.0,4.0,1,apartment,20000000.0,80000000.0
2 bedroom detached bungalow for sale,50000000.0,Ologuneru,2.0,2.0,3.0,530,bungalow,25000000.0,94339.62264150943
4 bedroom detached duplex for sale,200000000.0,New Bodija,4.0,4.0,4.0,530,duplex,50000000.0,377358.4905660377
3 bedroom detached bungalow for sale,135000000.0,Akobo,3.0,3.0,3.0,530,bungalow,45000000.0,254716.98113207548
Block of flats for sale,100000000.0,Oke Bola,4.0,4.0,4.0,530,apartment,25000000.0,188679.24528301886
4 bedroom detached duplex for sale,50000000.0,Challenge,4.0,5.0,5.0,530,duplex,12500000.0,94339.62264150943
5 bedroom detached duplex for sale,160000000.0,New Bodija,5.0,5.0,5.0,530,duplex,32000000.0,301886.7924528302
Block of flats for sale,110000000.0,Anfani Main Road,4.0,4.0,4.0,530,apartment,27500000.0,207547.16981132075
12 bedroom block of flats for sale,80000000.0,Felele,12.0,9.0,9.0,530,apartment,6666666.666666667,150943.3962264151
5 bedroom detached duplex for sale,85000000.0,Alakia,5.0,5.0,5.0,530,duplex,17000000.0,160377.35849056602
Block of flats for sale,80000000.0,Challenge,4.0,4.0,4.0,530,apartment,20000000.0,150943.3962264151
Block of flats for sale,25000000.0,Akobo,4.0,4.0,4.0,530,apartment,6250000.0,47169.811320754714
Block of flats for sale,60000000.0,Old Ife Road,4.0,4.0,4.0,530,apartment,15000000.0,113207.54716981133
Block of flats for sale,60000000.0,Behind Glo Office,4.0,4.0,4.0,530,apartment,15000000.0,113207.54716981133
Block of flats for sale,50000000.0,Molete,4.0,4.0,4.0,530,apartment,12500000.0,94339.62264150943
Block of flats for sale,350000000.0,Agbowo,4.0,4.0,4.0,530,apartment,87500000.0,660377.358490566
Block of flats for sale,60000000.0,Ui Second Gate,4.0,4.0,4.0,530,apartment,15000000.0,113207.54716981133
3 bedroom detached bungalow for sale,45000000.0,Jenriyin Via Elewuro,3.0,3.0,3.0,530,bungalow,15000000.0,84905.6603773585
8 bedroom detached bungalow for sale,150000000.0,Alakia,8.0,8.0,8.0,530,bungalow,18750000.0,283018.8679245283
16 bedroom block of flats for sale,30000000.0,Old Ife Road,16.0,16.0,16.0,530,apartment,1875000.0,56603.77358490566
4 bedroom detached duplex for sale,300000000.0,Akobo,4.0,4.0,4.0,530,duplex,75000000.0,566037.7358490566
5 bedroom detached duplex for sale,250000000.0,Jericho,5.0,5.0,5.0,530,duplex,50000000.0,471698.11320754717
5 bedroom detached duplex for sale,100000000.0,Akobo,5.0,5.0,5.0,530,duplex,20000000.0,188679.24528301886
Block of flats for sale,15000000.0,Alakia,4.0,4.0,4.0,530,apartment,3750000.0,28301.88679245283
3 bedroom detached duplex for sale,80000000.0,Olunde,3.0,3.0,4.0,530,duplex,26666666.666666668,150943.3962264151
3 bedroom detached bungalow for sale,67000000.0,Oyo,3.0,3.0,4.0,530,bungalow,22333333.333333332,126415.09433962264
Block of flats for sale,320000000.0,Akala Express New Garage,4.0,4.0,4.0,530,apartment,80000000.0,603773.5849056604
Block of flats for sale,36000000.0,Akala Express,4.0,4.0,4.0,530,apartment,9000000.0,67924.52830188679
Block of flats for sale,100000000.0,Iwo Road,4.0,4.0,4.0,530,apartment,25000000.0,188679.24528301886
4 bedroom detached duplex for sale,145000000.0,Ile Tuntun,4.0,4.0,4.0,530,duplex,36250000.0,273584.90566037735
Block of flats for sale,52000000.0,Alakia,4.0,4.0,4.0,530,apartment,13000000.0,98113.2075471698
5 bedroom detached duplex for sale,110000000.0,Alafara,5.0,5.0,5.0,530,duplex,22000000.0,207547.16981132075
4 bedroom detached duplex for sale,400000000.0,Ilaro Street,4.0,4.0,4.0,530,duplex,100000000.0,754716.9811320754
6 bedroom detached duplex for sale,250000000.0,Jericho,6.0,6.0,6.0,530,duplex,41666666.666666664,471698.11320754717
Block of flats for sale,100000000.0,Apata,4.0,4.0,4.0,530,apartment,25000000.0,188679.24528301886
4 bedroom detached bungalow for sale,35000000.0,After Yawiri,4.0,4.0,4.0,530,bungalow,8750000.0,66037.7358490566
3 bedroom block of flats for sale,50000000.0,Isebo Alakia,3.0,3.0,3.0,530,apartment,16666666.666666666,94339.62264150943
2 bedroom house for sale,67000000.0,Olunde Scheme,2.0,2.0,2.0,530,other,33500000.0,126415.09433962264
Block of flats for sale,75000000.0,Challenge,4.0,4.0,4.0,530,apartment,18750000.0,141509.43396226416
3 bedroom house for sale,70000000.0,Ajara Olorunda Road,3.0,3.0,4.0,530,other,23333333.333333332,132075.4716981132
4 bedroom detached bungalow for sale,35000000.0,Akobo,4.0,4.0,4.0,530,bungalow,8750000.0,66037.7358490566
4 bedroom detached duplex for sale,75000000.0,Off Akala Express,4.0,4.0,4.0,530,duplex,18750000.0,141509.43396226416
Block of flats for sale,120000000.0,Akobo,4.0,4.0,4.0,530,apartment,30000000.0,226415.09433962265
5 bedroom detached duplex for sale,350000000.0,Kolapo Isola Gra,5.0,5.0,5.0,530,duplex,70000000.0,660377.358490566
Block of flats for sale,70000000.0,Ring Road,4.0,4.0,4.0,530,apartment,17500000.0,132075.4716981132
3 bedroom terraced duplex for sale,110000000.0,Akobo,3.0,3.0,3.0,530,duplex,36666666.666666664,207547.16981132075
4 bedroom detached duplex for sale,230000000.0,Akobo,4.0,4.0,4.0,530,duplex,57500000.0,433962.2641509434
3 bedroom detached bungalow for sale,40000000.0,Ologuneru,3.0,3.0,3.0,530,bungalow,13333333.333333334,75471.69811320755
4 bedroom detached duplex for sale,280000000.0,Akobo,4.0,5.0,5.0,530,duplex,70000000.0,528301.8867924528
5 bedroom detached duplex for sale,110000000.0,New Bodija,5.0,5.0,5.0,530,duplex,22000000.0,207547.16981132075
4 bedroom terraced duplex for sale,135000000.0,Akobo,4.0,4.0,5.0,530,duplex,33750000.0,254716.98113207548
Block of flats for sale,65000000.0,Oyo,4.0,4.0,4.0,530,apartment,16250000.0,122641.50943396226
3 bedroom detached duplex for sale,65000000.0,Ologuneru,3.0,3.0,3.0,530,duplex,21666666.666666668,122641.50943396226
4 bedroom detached bungalow for sale,70000000.0,Jericho Extension,4.0,4.0,5.0,530,bungalow,17500000.0,132075.4716981132
4 bedroom detached bungalow for sale,195000000.0,Old Bodija,4.0,4.0,5.0,530,bungalow,48750000.0,367924.5283018868
Block of flats for sale,120000000.0,Nnpc,4.0,4.0,4.0,530,apartment,30000000.0,226415.09433962265
Block of flats for sale,35000000.0,Iyana Church,4.0,4.0,4.0,530,apartment,8750000.0,66037.7358490566
4 bedroom detached duplex for sale,300000000.0,Beside Kolapo Ishola Gra,4.0,4.0,4.0,530,duplex,75000000.0,566037.7358490566
Block of flats for sale,55000000.0,Ibadan Polytechnic Area,4.0,4.0,4.0,530,apartment,13750000.0,103773.58490566038
4 bedroom semi-detached duplex for sale,10000000.0,Samonda,4.0,4.0,4.0,530,duplex,2500000.0,18867.924528301886
Block of flats for sale,35000000.0,Iyana Agbala,4.0,4.0,4.0,530,apartment,8750000.0,66037.7358490566
7 bedroom semi-detached duplex for sale,400000000.0,Onireke Gra,7.0,7.0,7.0,2,duplex,57142857.14285714,200000000.0
4 bedroom house for sale,270000000.0,Kolapo Ishola Gra,4.0,4.0,4.0,2,other,67500000.0,135000000.0
5 bedroom house for sale,450000000.0,Akobo,5.0,5.0,5.0,2,other,90000000.0,225000000.0
4 bedroom house for sale,100000000.0,Akobo,4.0,4.0,4.0,2,other,25000000.0,50000000.0
4 bedroom detached duplex for sale,220000000.0,Old Bodija,4.0,4.0,4.0,2,duplex,55000000.0,110000000.0
4 bedroom detached bungalow for sale,25000000.0,Apata,4.0,4.0,4.0,2,bungalow,6250000.0,12500000.0
4 bedroom detached duplex for sale,160000000.0,Akobo,4.0,4.0,4.0,2,duplex,40000000.0,80000000.0
4 bedroom detached bungalow for sale,60000000.0,Ologuneru,4.0,4.0,4.0,2,bungalow,15000000.0,30000000.0
2 bedroom terraced duplex for sale,90000000.0,Ashi - Bodija,2.0,2.0,3.0,2,duplex,45000000.0,45000000.0
4 bedroom detached duplex for sale,270000000.0,Alalubosa,4.0,4.0,4.0,2,duplex,67500000.0,135000000.0
Block of flats for sale,60000000.0,Challenge,4.0,4.0,4.0,2,apartment,15000000.0,30000000.0
Block of flats for sale,130000000.0,Alakia,4.0,4.0,4.0,2,apartment,32500000.0,65000000.0
2 bedroom house for sale,80000000.0,Ring Road Gra,2.0,2.0,2.0,2,other,40000000.0,40000000.0
Block of flats for sale,180000000.0,New Bodija,4.0,4.0,4.0,2,apartment,45000000.0,90000000.0
5 bedroom detached duplex for sale,320000000.0,Samonda,5.0,5.0,5.0,2,duplex,64000000.0,160000000.0
4 bedroom detached duplex for sale,300000000.0,Akobo,4.0,4.0,5.0,2,duplex,75000000.0,150000000.0
5 bedroom detached duplex for sale,385000000.0,Gov Ajimobiâs Street Oluyole Estate,5.0,5.0,5.0,2,duplex,77000000.0,192500000.0
5 bedroom detached duplex for sale,450000000.0,Akobo,5.0,5.0,5.0,2,duplex,90000000.0,225000000.0
4 bedroom detached bungalow for sale,170000000.0,Arapaja Estate Oluyole,4.0,4.0,4.0,2,bungalow,42500000.0,85000000.0
4 bedroom detached duplex for sale,195000000.0,Green Gate,4.0,4.0,4.0,2,duplex,48750000.0,97500000.0
4 bedroom detached duplex for sale,210000000.0,Kolapo Ishola,4.0,4.0,4.0,2,duplex,52500000.0,105000000.0
4 bedroom detached duplex for sale,310000000.0,Akobo,4.0,4.0,4.0,2,duplex,77500000.0,155000000.0
3 bedroom detached bungalow for sale,75000000.0,Ile Titun Nihort Area Jericho,3.0,3.0,3.0,2,bungalow,25000000.0,37500000.0
4 bedroom terraced duplex for sale,280000000.0,Alalubosa Main Gra,4.0,4.0,4.0,2,duplex,70000000.0,140000000.0
3 bedroom detached duplex for sale,290000000.0,Main Jericho Gra,3.0,3.0,3.0,2,duplex,96666666.66666667,145000000.0
3 bedroom detached bungalow for sale,45000000.0,Succes Olorunda Akobo,3.0,3.0,3.0,2,bungalow,15000000.0,22500000.0
3 bedroom detached bungalow for sale,35000000.0,Elebu,3.0,3.0,3.0,2,bungalow,11666666.666666666,17500000.0
5 bedroom detached duplex for sale,480000000.0,Oluyole Main Gra,5.0,5.0,5.0,2,duplex,96000000.0,240000000.0
4 bedroom detached duplex for sale,300000000.0,Samonda,4.0,4.0,4.0,2,duplex,75000000.0,150000000.0
2 bedroom block of flats for sale,65000000.0,Off Lifeforte Group Of School,2.0,2.0,2.0,2,apartment,32500000.0,32500000.0
3 bedroom detached bungalow for sale,45000000.0,Tipper Garage,3.0,3.0,3.0,312,bungalow,15000000.0,144230.76923076922
2 bedroom detached duplex for sale,100000000.0,Akobo,2.0,2.0,2.0,312,duplex,50000000.0,320512.8205128205
4 bedroom detached bungalow for sale,70000000.0,Ologuneru,4.0,4.0,4.0,312,bungalow,17500000.0,224358.97435897434
7 bedroom detached duplex for sale,160000000.0,Adeojo Estate Off Akala Express Way,7.0,7.0,7.0,700,duplex,22857142.85714286,228571.42857142858
4 bedroom detached bungalow for sale,220000000.0,Kolapo Ishola Gra Akobo,4.0,4.0,4.0,740,bungalow,55000000.0,297297.2972972973
3 bedroom block of flats for sale,130000000.0,Abela Alagutan,3.0,3.0,3.0,740,apartment,43333333.333333336,175675.67567567568
4 bedroom detached duplex for sale,350000000.0,Jericho Gra,4.0,4.0,4.0,740,duplex,87500000.0,472972.97297297296
4 bedroom block of flats for sale,450000000.0,Akobo,4.0,4.0,4.0,1,apartment,112500000.0,450000000.0
5 bedroom detached duplex for sale,465000000.0,Prestigious Oluyole Estate,5.0,5.0,5.0,1,duplex,93000000.0,465000000.0
4 bedroom detached duplex for sale,300000000.0,Samonda,4.0,4.0,4.0,1,duplex,75000000.0,300000000.0
5 bedroom detached duplex for sale,200000000.0,Airforce Estate Akobo,5.0,5.0,5.0,1,duplex,40000000.0,200000000.0
4 bedroom detached duplex for sale,250000000.0,Ojoo,4.0,4.0,4.0,1,duplex,62500000.0,250000000.0
4 bedroom detached duplex for sale,230000000.0,kolapo Ishola Gra,4.0,4.0,4.0,1,duplex,57500000.0,230000000.0
4 bedroom detached duplex for sale,150000000.0,Elewuro Junction Off Akala Express Way,4.0,4.0,4.0,1,duplex,37500000.0,150000000.0
5 bedroom detached duplex for sale,465000000.0,Ajimobi Street Oluyole Estate,5.0,5.0,5.0,1,duplex,93000000.0,465000000.0
4 bedroom detached duplex for sale,250000000.0,Jericho,4.0,4.0,4.0,1,duplex,62500000.0,250000000.0
4 bedroom detached bungalow for sale,55000000.0,University Of Ibadan Cooperative,4.0,4.0,4.0,1,bungalow,13750000.0,55000000.0
4 bedroom detached bungalow for sale,85000000.0,Akobo,4.0,4.0,5.0,1,bungalow,21250000.0,85000000.0
4 bedroom detached duplex for sale,300000000.0,Akobo,4.0,4.0,4.0,1,duplex,75000000.0,300000000.0
Block of flats for sale,120000000.0,Akobo,4.0,4.0,4.0,1,apartment,30000000.0,120000000.0
6 bedroom detached bungalow for sale,18000000.0,Agbowo,6.0,6.0,6.0,1,bungalow,3000000.0,18000000.0
5 bedroom detached bungalow for sale,160000000.0,Akobo,5.0,5.0,5.0,1,bungalow,32000000.0,160000000.0
4 bedroom detached duplex for sale,200000000.0,Olunde Scheme Academy Off Lagos Lbadan Express Way,4.0,4.0,4.0,1,duplex,50000000.0,200000000.0
2 bedroom block of flats for sale,67000000.0,Mkh City,2.0,2.0,2.0,1,apartment,33500000.0,67000000.0
Block of flats for sale,65000000.0,Ringroad,4.0,4.0,4.0,1,apartment,16250000.0,65000000.0
5 bedroom detached duplex for sale,85000000.0,Adex Bus Stop,5.0,5.0,5.0,1,duplex,17000000.0,85000000.0
Block of flats for sale,25000000.0,Apata,4.0,4.0,4.0,1,apartment,6250000.0,25000000.0
Block of flats for sale,55000000.0,Monatan,4.0,4.0,4.0,1,apartment,13750000.0,55000000.0
Block of flats for sale,190000000.0,Ring Road,4.0,4.0,4.0,1,apartment,47500000.0,190000000.0
Block of flats for sale,100000000.0,New Felele,4.0,4.0,4.0,1,apartment,25000000.0,100000000.0
4 bedroom house for sale,50000000.0,Alakia,4.0,4.0,5.0,1,other,12500000.0,50000000.0
5 bedroom detached bungalow for sale,90000000.0,Orogun,5.0,5.0,5.0,1,bungalow,18000000.0,90000000.0
Block of flats for sale,200000000.0,Jericho-idishin Gra,4.0,4.0,4.0,1,apartment,50000000.0,200000000.0
3 bedroom detached bungalow for sale,75000000.0,Akobo,3.0,3.0,3.0,1,bungalow,25000000.0,75000000.0
Block of flats for sale,80000000.0,Iwo Road,4.0,4.0,4.0,1,apartment,20000000.0,80000000.0
3 bedroom detached bungalow for sale,44100000.0,Oyo,3.0,3.0,3.0,1,bungalow,14700000.0,44100000.0
Block of flats for sale,200000000.0,Off Ring Road,4.0,4.0,4.0,1,apartment,50000000.0,200000000.0
Block of flats for sale,65000000.0,Ajibode,4.0,4.0,4.0,1,apartment,16250000.0,65000000.0
4 bedroom detached bungalow for sale,185000000.0,Old Bodija,4.0,4.0,5.0,1,bungalow,46250000.0,185000000.0
Block of flats for sale,180000000.0,Isebo,4.0,4.0,4.0,1,apartment,45000000.0,180000000.0
4 bedroom detached duplex for sale,185000000.0,Akobo,4.0,5.0,5.0,1,duplex,46250000.0,185000000.0
4 bedroom detached duplex for sale,50000000.0,Alakia,4.0,4.0,4.0,1,duplex,12500000.0,50000000.0
Block of flats for sale,230000000.0,Old Bodija,4.0,4.0,4.0,1,apartment,57500000.0,230000000.0
4 bedroom detached bungalow for sale,30000000.0,Adegbayi,4.0,4.0,4.0,1,bungalow,7500000.0,30000000.0
2 bedroom house for sale,67000000.0,Olude,2.0,2.0,2.0,500,other,33500000.0,134000.0
Block of flats for sale,22000000.0,Apata,4.0,4.0,4.0,500,apartment,5500000.0,44000.0
Block of flats for sale,20000000.0,Apata,4.0,4.0,4.0,500,apartment,5000000.0,40000.0
4 bedroom terraced bungalow for sale,65000000.0,Olunde,4.0,4.0,5.0,500,bungalow,16250000.0,130000.0
3 bedroom semi-detached bungalow for sale,95000000.0,Akobo,3.0,3.0,3.0,500,bungalow,31666666.666666668,190000.0
4 bedroom detached bungalow for sale,28000000.0,Apata,4.0,4.0,4.0,500,bungalow,7000000.0,56000.0
3 bedroom detached bungalow for sale,60000000.0,Eleyele,3.0,3.0,3.0,500,bungalow,20000000.0,120000.0
4 bedroom detached bungalow for sale,10000000.0,Oluwo,4.0,4.0,4.0,500,bungalow,2500000.0,20000.0
4 bedroom detached duplex for sale,30000000.0,Alakia,4.0,4.0,4.0,500,duplex,7500000.0,60000.0
Block of flats for sale,150000000.0,Akobo,4.0,4.0,4.0,500,apartment,37500000.0,300000.0
Block of flats for sale,85000000.0,Ologuneru,4.0,4.0,4.0,500,apartment,21250000.0,170000.0
3 bedroom block of flats for sale,35000000.0,Alakia,3.0,3.0,3.0,500,apartment,11666666.666666666,70000.0
2 bedroom detached bungalow for sale,15000000.0,Akobo,2.0,2.0,2.0,500,bungalow,7500000.0,30000.0
4 bedroom detached bungalow for sale,23000000.0,Alakia,4.0,4.0,4.0,500,bungalow,5750000.0,46000.0
4 bedroom detached duplex for sale,170000000.0,After Nihort,4.0,5.0,5.0,500,duplex,42500000.0,340000.0
2 bedroom detached bungalow for sale,16000000.0,Ologuneru,2.0,2.0,2.0,500,bungalow,8000000.0,32000.0
3 bedroom detached bungalow for sale,30000000.0,Akobo,3.0,3.0,3.0,500,bungalow,10000000.0,60000.0
3 bedroom detached bungalow for sale,100000000.0,Alafara Ile Tuntun Jericho Extension,3.0,4.0,4.0,500,bungalow,33333333.333333332,200000.0
4 bedroom detached bungalow for sale,180000000.0,Old Bodija,4.0,4.0,4.0,500,bungalow,45000000.0,360000.0
Block of flats for sale,32000000.0,Ring Road,4.0,4.0,4.0,500,apartment,8000000.0,64000.0
5 bedroom detached duplex for sale,320000000.0,Ologuneru,5.0,5.0,5.0,561,duplex,64000000.0,570409.982174688
4 bedroom detached duplex for sale,180000000.0,Tiger Estate Ojoo,4.0,4.0,4.0,561,duplex,45000000.0,320855.614973262
4 bedroom detached duplex for sale,175000000.0,Kolapo Ishola Gra,4.0,4.0,4.0,561,duplex,43750000.0,311942.9590017825
5 bedroom block of flats for sale,200000000.0,Akobo,5.0,5.0,5.0,561,apartment,40000000.0,356506.23885918
5 bedroom detached bungalow for sale,120000000.0,New Bodija,5.0,5.0,5.0,812,bungalow,24000000.0,147783.2512315271
3 bedroom detached bungalow for sale,26000000.0,Mogaji,3.0,3.0,3.0,1,bungalow,8666666.666666666,26000000.0
4 bedroom detached duplex for sale,250000000.0,Oluyole Area,4.0,4.0,4.0,1,duplex,62500000.0,250000000.0
4 bedroom detached bungalow for sale,55000000.0,Akoto Estate,4.0,4.0,4.0,1,bungalow,13750000.0,55000000.0
3 bedroom detached duplex for sale,350000000.0,Kolapo Ishola Gra Akobo,3.0,4.0,4.0,1,duplex,116666666.66666667,350000000.0
4 bedroom detached bungalow for sale,25000000.0,Moniya,4.0,4.0,4.0,1,bungalow,6250000.0,25000000.0
1 bedroom block of flats for sale,75000000.0,Elebu Off Akala Express,1.0,1.0,1.0,1,apartment,75000000.0,75000000.0
4 bedroom detached duplex for sale,310000000.0,Oluyole Estate,4.0,4.0,4.0,1,duplex,77500000.0,310000000.0
3 bedroom block of flats for sale,95000000.0,Ologede Estate New Garage Off Akala Express,3.0,3.0,3.0,1,apartment,31666666.666666668,95000000.0
3 bedroom detached duplex for sale,270000000.0,Akobo,3.0,3.0,3.0,1,duplex,90000000.0,270000000.0
4 bedroom detached duplex for sale,300000000.0,Aare Oluyole Estate,4.0,4.0,4.0,1,duplex,75000000.0,300000000.0
Block of flats for sale,85000000.0,Karikapo Estate Kasumu Road Off Akala Express,4.0,4.0,4.0,700,apartment,21250000.0,121428.57142857143
3 bedroom block of flats for sale,120000000.0,Olorunda Road Akobo,3.0,3.0,3.0,700,apartment,40000000.0,171428.57142857142
4 bedroom detached duplex for sale,180000000.0,Akobo Gra,4.0,4.0,4.0,700,duplex,45000000.0,257142.85714285713
3 bedroom detached bungalow for sale,55000000.0,Aba Odo Moniya Expressway,3.0,3.0,3.0,503,bungalow,18333333.333333332,109343.93638170975
4 bedroom semi-detached duplex for sale,200000000.0,New Bodija,4.0,4.0,4.0,503,duplex,50000000.0,397614.31411530817
3 bedroom block of flats for sale,220000000.0,Progressive Estate Off Akala Express,3.0,3.0,3.0,503,apartment,73333333.33333333,437375.745526839
5 bedroom terraced duplex for sale,200000000.0,Akobo General Gas,5.0,5.0,5.0,503,duplex,40000000.0,397614.31411530817
4 bedroom detached duplex for sale,140000000.0,Oluyole,4.0,4.0,4.0,503,duplex,35000000.0,278330.0198807157
5 bedroom detached duplex for sale,230000000.0,Onireke Gra Jericho,5.0,5.0,5.0,503,duplex,46000000.0,457256.4612326044
5 bedroom detached duplex for sale,350000000.0,Providence Estate Eleyele Road,5.0,5.0,5.0,503,duplex,70000000.0,695825.0497017893
4 bedroom detached duplex for sale,270000000.0,Akobo,4.0,4.0,4.0,503,duplex,67500000.0,536779.324055666
5 bedroom terraced duplex for sale,200000000.0,Gra Basorun,5.0,4.0,5.0,503,duplex,40000000.0,397614.31411530817
4 bedroom house for sale,220000000.0,Akobo,4.0,4.0,4.0,503,other,55000000.0,437375.745526839
3 bedroom detached bungalow for sale,70000000.0,Off Nihortâalafara Road,3.0,3.0,3.0,503,bungalow,23333333.333333332,139165.00994035785
4 bedroom detached duplex for sale,270000000.0,Beside Kolapo Ishola Gra,4.0,4.0,4.0,450,duplex,67500000.0,600000.0
5 bedroom detached duplex for sale,250000000.0,Oluyole,5.0,5.0,5.0,450,duplex,50000000.0,555555.5555555555
4 bedroom detached duplex for sale,260000000.0,Beside Kolapo Ishola Gra,4.0,4.0,4.0,450,duplex,65000000.0,577777.7777777778
4 bedroom detached duplex for sale,150000000.0,Akobo,4.0,4.0,4.0,450,duplex,37500000.0,333333.3333333333
3 bedroom block of flats for sale,100000000.0,Behind Aleshinloye Shopping Mall,3.0,3.0,3.0,1,apartment,33333333.333333332,100000000.0
5 bedroom detached bungalow for sale,150000000.0,Akobo,5.0,5.0,5.0,918,bungalow,30000000.0,163398.69281045752
3 bedroom detached bungalow for sale,70000000.0,Ile Titun Jericho Extension,3.0,3.0,3.0,918,bungalow,23333333.333333332,76252.72331154684
Block of flats for sale,200000000.0,New Bodija,4.0,4.0,4.0,2,apartment,50000000.0,100000000.0
3 bedroom detached bungalow for sale,65000000.0,Bada,3.0,3.0,3.0,2,bungalow,21666666.666666668,32500000.0
4 bedroom detached duplex for sale,220000000.0,Akobo,4.0,4.0,4.0,2,duplex,55000000.0,110000000.0
4 bedroom semi-detached duplex for sale,135000000.0,Old Bodija,4.0,4.0,4.0,2,duplex,33750000.0,67500000.0
5 bedroom detached bungalow for sale,150000000.0,New Bodija Estate,5.0,5.0,5.0,2,bungalow,30000000.0,75000000.0
Block of flats for sale,85000000.0,Akobo,4.0,4.0,4.0,2,apartment,21250000.0,42500000.0
3 bedroom detached bungalow for sale,85000000.0,Ateere Area Off Akala Express,3.0,3.0,3.0,2,bungalow,28333333.333333332,42500000.0
5 bedroom detached duplex for sale,400000000.0,Samonda,5.0,5.0,6.0,700,duplex,80000000.0,571428.5714285715
9 bedroom detached duplex for sale,495000000.0,Jericho Gra,9.0,9.0,9.0,2,duplex,55000000.0,247500000.0
3 bedroom detached bungalow for sale,60000000.0,Off Ologuneru,3.0,3.0,3.0,2,bungalow,20000000.0,30000000.0
4 bedroom detached duplex for sale,260000000.0,Oluyole Estate,4.0,4.0,5.0,2,duplex,65000000.0,130000000.0
4 bedroom detached duplex for sale,270000000.0,Carlton Gate Estate,4.0,4.0,4.0,2,duplex,67500000.0,135000000.0
3 bedroom block of flats for sale,130000000.0,Abela Alagutan,3.0,3.0,3.0,2,apartment,43333333.333333336,65000000.0
4 bedroom detached duplex for sale,160000000.0,Ologuneru,4.0,4.0,4.0,2,duplex,40000000.0,80000000.0
6 bedroom detached duplex for sale,200000000.0,Brown Gate Estate,6.0,6.0,7.0,2,duplex,33333333.333333332,100000000.0
3 bedroom detached duplex for sale,420000000.0,Iyaganku,3.0,3.0,3.0,2,duplex,140000000.0,210000000.0
Block of flats for sale,70000000.0,Akobo,4.0,4.0,4.0,2,apartment,17500000.0,35000000.0
Block of flats for sale,80000000.0,Akala Express,4.0,4.0,4.0,2,apartment,20000000.0,40000000.0
4 bedroom detached duplex for sale,260000000.0,Ring Road Gra,4.0,4.0,4.0,2,duplex,65000000.0,130000000.0
Block of flats for sale,420000000.0,Ring Road Gra,4.0,4.0,4.0,2,apartment,105000000.0,210000000.0
Block of flats for sale,50000000.0,Ring Road,4.0,4.0,4.0,2,apartment,12500000.0,25000000.0
Block of flats for sale,35000000.0,Ologuneru,4.0,4.0,4.0,2,apartment,8750000.0,17500000.0
3 bedroom detached bungalow for sale,80000000.0,Akobo,3.0,3.0,3.0,2,bungalow,26666666.666666668,40000000.0
5 bedroom detached duplex for sale,260000000.0,Onireke Gra,5.0,5.0,5.0,1,duplex,52000000.0,260000000.0
5 bedroom detached duplex for sale,350000000.0,Eleyele,5.0,5.0,5.0,1,duplex,70000000.0,350000000.0
4 bedroom terraced duplex for sale,120000000.0,Adeoyo,4.0,4.0,4.0,1,duplex,30000000.0,120000000.0
Block of flats for sale,30000000.0,Santo,4.0,4.0,4.0,1,apartment,7500000.0,30000000.0
4 bedroom terraced duplex for sale,150000000.0,Akobo,4.0,4.0,4.0,1,duplex,37500000.0,150000000.0
Block of flats for sale,100000000.0,lagos Ibadan Express Way,4.0,4.0,4.0,1,apartment,25000000.0,100000000.0
4 bedroom detached bungalow for sale,30000000.0,Airport Second Gate,4.0,4.0,4.0,1,bungalow,7500000.0,30000000.0
Block of flats for sale,40000000.0,Moniya,4.0,4.0,4.0,1,apartment,10000000.0,40000000.0
Block of flats for sale,55000000.0,Jericho,4.0,4.0,4.0,1,apartment,13750000.0,55000000.0
Block of flats for sale,240000000.0,New Bodija,4.0,4.0,4.0,1,apartment,60000000.0,240000000.0
4 bedroom detached bungalow for sale,200000000.0,New Bodija,4.0,4.0,4.0,1,bungalow,50000000.0,200000000.0
3 bedroom detached bungalow for sale,90000000.0,After Kasunmu Off Akala Expressway,3.0,4.0,4.0,1,bungalow,30000000.0,90000000.0
4 bedroom semi-detached duplex for sale,160000000.0,Ashi Bodija,4.0,5.0,5.0,1,duplex,40000000.0,160000000.0
4 bedroom house for sale,150000000.0,Elebu,4.0,5.0,5.0,1,other,37500000.0,150000000.0
4 bedroom detached duplex for sale,230000000.0,Akobo,4.0,4.0,5.0,1,duplex,57500000.0,230000000.0
4 bedroom terraced duplex for sale,280000000.0,Old Bodija,4.0,4.0,4.0,1,duplex,70000000.0,280000000.0
5 bedroom detached bungalow for sale,250000000.0,New Bodija,5.0,5.0,5.0,1,bungalow,50000000.0,250000000.0
4 bedroom semi-detached duplex for sale,180000000.0,Bodija,4.0,4.0,4.0,1,duplex,45000000.0,180000000.0
4 bedroom detached duplex for sale,160000000.0,Off 7-up Road,4.0,4.0,4.0,1,duplex,40000000.0,160000000.0
4 bedroom semi-detached duplex for sale,180000000.0,Bodija,4.0,4.0,5.0,1,duplex,45000000.0,180000000.0
4 bedroom detached duplex for sale,220000000.0,Star Gate Oluyole Estate,4.0,4.0,4.0,1,duplex,55000000.0,220000000.0
